Bill is child of Hillary,0.0147602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bill and Chelsea are spouse,0.00941387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bill is parent of Chelsea,0.96297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bill is child of Chelsea,0.0117797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hillary's features are,0.771107,0.42399,-0.120217,-0.734453,-0.916066,-0.0414014,-0.304199,-0.105823,0.223125,-1.93281,0.116639,1.2823,0.749837,0.597247,-2.28451,-1.19717,-0.79879,-0.646586,-1.32505,-0.950706,0.499329,0.833456,-0.14432,0.87111,-0.751971,-1.00287,-0.819354,1.84712,-0.53287,-1.12045
Hillary and Barack are spouse,0.0404301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hillary is parent of Barack,0.106787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hillary is child of Barack,0.0545055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hillary and Michelle are spouse,0.0798367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hillary is parent of Michelle,0.0667078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hillary is child of Michelle,0.133991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hillary and Sasha are spouse,0.0148959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hillary is parent of Sasha,0.917578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hillary is child of Sasha,0.012171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hillary and Malia are spouse,0.035156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hillary is parent of Malia,0.930489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hillary is child of Malia,0.0139505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hillary and Bill are spouse,0.9247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hillary is parent of Bill,0.827863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hillary is child of Bill,0.0135499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hillary and Hillary are spouse,0.0109858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hillary is parent of Hillary,0.7411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hillary is child of Hillary,0.0139175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hillary and Chelsea are spouse,0.0129525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hillary is parent of Chelsea,0.958561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hillary is child of Chelsea,0.0469364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chelsea's features are,-0.351909,-1.455,0.630221,-0.254206,1.26083,0.172599,2.06217,-0.690681,-0.0575983,-0.313932,-0.293188,-0.439697,-0.369065,-1.56082,-0.631889,-0.0617878,-0.133013,0.97569,-0.370252,1.20934,0.74034,-2.82516,-0.284142,-2.41796,0.418396,1.66409,-0.88979,-1.78204,0.508593,-0.238134
Chelsea and Barack are spouse,0.0313683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chelsea is parent of Barack,0.159612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chelsea is child of Barack,0.983164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chelsea and Michelle are spouse,0.00790599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chelsea is parent of Michelle,0.0307939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chelsea is child of Michelle,0.943801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chelsea and Sasha are spouse,0.00819696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chelsea is parent of Sasha,0.269191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chelsea is child of Sasha,0.0385013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chelsea and Malia are spouse,0.0086875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chelsea is parent of Malia,0.337491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chelsea is child of Malia,0.0452129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chelsea and Bill are spouse,0.00956617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chelsea is parent of Bill,0.340636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chelsea is child of Bill,0.974948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chelsea and Hillary are spouse,0.012663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chelsea is parent of Hillary,0.605111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chelsea is child of Hillary,0.975234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chelsea and Chelsea are spouse,0.00718499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chelsea is parent of Chelsea,0.701907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chelsea is child of Chelsea,0.0119889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spouse_p1p2_implies_spouse_p2p1 truth value is ,0.924646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
child_p1p2_implies_parent_p2p1 truth value is ,0.95746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michelle_is_parent_of_Sasha truth value is ,0.978323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michelle_is_parent_of_Malia truth value is ,0.971766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barack_is_parent_of_Malia truth value is ,0.975019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barack_is_parent_of_Sasha truth value is ,0.979929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barack_is_not_parent_of_Barack truth value is ,0.979801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barack_is_not_parent_of_Michelle truth value is ,0.978375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michelle_is_not_parent_of_Barack truth value is ,0.978559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michelle_is_not_parent_of_Michelle truth value is ,0.978919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sasha_is_not_parent_of_Sasha truth value is ,0.982498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sasha_is_not_parent_of_Malia truth value is ,0.978026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malia_is_not_parent_of_Sasha truth value is ,0.977266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malia_is_not_parent_of_Malia truth value is ,0.971035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bill_and_Hillary_are_spouse truth value is ,0.971836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barack_and_Michelle_are_spouse truth value is ,0.965515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barack_and_Barack_are_not_spouse truth value is ,0.98148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barack_and_Sasha_are_not_spouse truth value is ,0.983414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barack_and_Malia_are_not_spouse truth value is ,0.978533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michelle_and_Michelle_are_not_spouse truth value is ,0.983864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michelle_and_Sasha_are_not_spouse truth value is ,0.989714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michelle_and_Malia_are_not_spouse truth value is ,0.986481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sasha_and_Barack_are_not_spouse truth value is ,0.9839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sasha_and_Michelle_are_not_spouse truth value is ,0.989322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sasha_and_Sasha_are_not_spouse truth value is ,0.99022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sasha_and_Malia_are_not_spouse truth value is ,0.989407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malia_and_Barack_are_not_spouse truth value is ,0.979769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malia_and_Michelle_are_not_spouse truth value is ,0.986202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malia_and_Sasha_are_not_spouse truth value is ,0.989335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malia_and_Malia_are_not_spouse truth value is ,0.989544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bill_and_Bill_are_not_spouse truth value is ,0.99073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bill_and_Chelsea_are_not_spouse truth value is ,0.990586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hillary_and_Hillary_are_not_spouse truth value is ,0.989014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hillary_and_Chelsea_are_not_spouse truth value is ,0.987047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chelsea_and_Bill_are_not_spouse truth value is ,0.990434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chelsea_and_Hillary_are_not_spouse truth value is ,0.987337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chelsea_and_Chelsea_are_not_spouse truth value is ,0.992815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malia_is_child_of_Barack truth value is ,0.973571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malia_is_child_of_Michelle truth value is ,0.971528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chelsea_is_child_of_Hillary truth value is ,0.975234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chelsea_is_child_of_Bill truth value is ,0.974948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sasha_is_child_of_Barack truth value is ,0.977843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sasha_is_child_of_Michelle truth value is ,0.977646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barack_is_not_child_of_Barack truth value is ,0.982072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barack_is_not_child_of_Michelle truth value is ,0.979085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michelle_is_not_child_of_Barack truth value is ,0.977324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michelle_is_not_child_of_Michelle truth value is ,0.980104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sasha_is_not_child_of_Sasha truth value is ,0.985937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sasha_is_not_child_of_Malia truth value is ,0.980344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malia_is_not_child_of_Sasha truth value is ,0.98412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malia_is_not_child_of_Malia truth value is ,0.978082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bill_is_not_child_of_Bill truth value is ,0.986666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bill_is_not_child_of_Hillary truth value is ,0.98524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hillary_is_not_child_of_Bill truth value is ,0.98645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hillary_is_not_child_of_Hillary truth value is ,0.986083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chelsea_is_not_child_of_Chelsea truth value is ,0.988011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
